relation,display_relation,x_id,x_type,x_name,x_source,y_id,y_type,y_name,y_source
drug_drug,synergistic interaction,DB06049,drug,IPH 2101,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB06050,drug,TB-402,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB08816,drug,Ticagrelor,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB09029,drug,Secukinumab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB09057,drug,Anthrax immune globulin human,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB11154,drug,Zinc citrate,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB11529,drug,Melengestrol,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB12202,drug,Zalutumumab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB12335,drug,Tanezumab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB12683,drug,Lumretuzumab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB14485,drug,Zinc ascorbate,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB14707,drug,Cemiplimab,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB15409,drug,Ladiratuzumab vedotin,DrugBank,DB11478,drug,Zeranol,DrugBank
drug_drug,synergistic interaction,DB00055,drug,Drotrecogin alfa,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00200,drug,Hydroxocobalamin,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00208,drug,Ticlopidine,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00237,drug,Butabarbital,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00262,drug,Carmustine,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00363,drug,Clozapine,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00412,drug,Rosiglitazone,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00413,drug,Pramipexole,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00458,drug,Imipramine,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00512,drug,Vancomycin,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00564,drug,Carbamazepine,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00571,drug,Propranolol,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00603,drug,Medroxyprogesterone acetate,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00760,drug,Meropenem,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00870,drug,Suprofen,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00935,drug,Oxymetazoline,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB01024,drug,Mycophenolic acid,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB01036,drug,Tolterodine,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB01124,drug,Tolbutamide,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB01197,drug,Captopril,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB01285,drug,Corticotropin,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB01348,drug,Spirapril,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB01364,drug,Ephedrine,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB01381,drug,Ginkgo biloba,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB01388,drug,Mibefradil,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB01421,drug,Paromomycin,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB01550,drug,Fenproporex,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB04829,drug,Lysergic acid diethylamide,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB04846,drug,Celiprolol,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB04865,drug,Omacetaxine mepesuccinate,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB04948,drug,Lofexidine,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB05767,drug,Andrographolide,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB06815,drug,Pyrithione,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB08797,drug,Salicylamide,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB08816,drug,Ticagrelor,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB08970,drug,Fluprednidene,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB08984,drug,Etofenamate,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB09214,drug,Dexketoprofen,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB09216,drug,Tolfenamic acid,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB09241,drug,Methylene blue,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB09250,drug,Pheniprazine,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB09285,drug,Morniflumate,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB09329,drug,"Antihemophilic Factor (Recombinant), PEGylated",DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB11090,drug,Potassium nitrate,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB11154,drug,Zinc citrate,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB11364,drug,Pidotimod,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB11529,drug,Melengestrol,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB11556,drug,Detomidine,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB11720,drug,Angiotensin 1-7,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB11770,drug,Talinolol,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB11783,drug,Imidapril,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB12412,drug,Gemigliptin,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB12615,drug,Plazomicin,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB13240,drug,Cymarin,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB13453,drug,Xenon,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB13504,drug,Cefetamet,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB13575,drug,Bietaserpine,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB13735,drug,Potassium Guaiacolsulfonate,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB13824,drug,Enprostil,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB13950,drug,WIN 55212-2,DrugBank,DB01014,drug,Balsalazide,DrugBank
drug_drug,synergistic interaction,DB00055,drug,Drotrecogin alfa,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00200,drug,Hydroxocobalamin,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00208,drug,Ticlopidine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00237,drug,Butabarbital,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00262,drug,Carmustine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00363,drug,Clozapine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00412,drug,Rosiglitazone,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00413,drug,Pramipexole,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00458,drug,Imipramine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00512,drug,Vancomycin,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00564,drug,Carbamazepine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00571,drug,Propranolol,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00603,drug,Medroxyprogesterone acetate,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00760,drug,Meropenem,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00870,drug,Suprofen,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00935,drug,Oxymetazoline,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01014,drug,Balsalazide,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01024,drug,Mycophenolic acid,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01036,drug,Tolterodine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01124,drug,Tolbutamide,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01197,drug,Captopril,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01285,drug,Corticotropin,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01348,drug,Spirapril,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01364,drug,Ephedrine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01388,drug,Mibefradil,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01421,drug,Paromomycin,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB01550,drug,Fenproporex,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB04829,drug,Lysergic acid diethylamide,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB04846,drug,Celiprolol,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB04865,drug,Omacetaxine mepesuccinate,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB04948,drug,Lofexidine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB05767,drug,Andrographolide,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB06815,drug,Pyrithione,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB08816,drug,Ticagrelor,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB08970,drug,Fluprednidene,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB08984,drug,Etofenamate,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB09214,drug,Dexketoprofen,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB09216,drug,Tolfenamic acid,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB09241,drug,Methylene blue,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB09250,drug,Pheniprazine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB09285,drug,Morniflumate,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB09329,drug,"Antihemophilic Factor (Recombinant), PEGylated",DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB11090,drug,Potassium nitrate,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB11154,drug,Zinc citrate,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB11364,drug,Pidotimod,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB11529,drug,Melengestrol,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB11556,drug,Detomidine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB11720,drug,Angiotensin 1-7,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB11770,drug,Talinolol,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB11783,drug,Imidapril,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB12615,drug,Plazomicin,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB13453,drug,Xenon,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB13504,drug,Cefetamet,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB13575,drug,Bietaserpine,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB13735,drug,Potassium Guaiacolsulfonate,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB13824,drug,Enprostil,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB13950,drug,WIN 55212-2,DrugBank,DB08797,drug,Salicylamide,DrugBank
drug_drug,synergistic interaction,DB00055,drug,Drotrecogin alfa,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00200,drug,Hydroxocobalamin,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00208,drug,Ticlopidine,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00237,drug,Butabarbital,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00262,drug,Carmustine,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00363,drug,Clozapine,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00412,drug,Rosiglitazone,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00413,drug,Pramipexole,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00458,drug,Imipramine,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00512,drug,Vancomycin,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00564,drug,Carbamazepine,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00571,drug,Propranolol,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00603,drug,Medroxyprogesterone acetate,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00760,drug,Meropenem,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00870,drug,Suprofen,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00935,drug,Oxymetazoline,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB01014,drug,Balsalazide,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB01024,drug,Mycophenolic acid,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB01036,drug,Tolterodine,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB01124,drug,Tolbutamide,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB01197,drug,Captopril,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB01285,drug,Corticotropin,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB01348,drug,Spirapril,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB01364,drug,Ephedrine,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB01388,drug,Mibefradil,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB01421,drug,Paromomycin,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB01550,drug,Fenproporex,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB04829,drug,Lysergic acid diethylamide,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB04846,drug,Celiprolol,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB04865,drug,Omacetaxine mepesuccinate,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB04948,drug,Lofexidine,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB05767,drug,Andrographolide,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB06718,drug,Stanozolol,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB06815,drug,Pyrithione,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB08797,drug,Salicylamide,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB08804,drug,Nandrolone decanoate,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB08816,drug,Ticagrelor,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB08970,drug,Fluprednidene,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB09214,drug,Dexketoprofen,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB09216,drug,Tolfenamic acid,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB09241,drug,Methylene blue,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB09250,drug,Pheniprazine,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB09285,drug,Morniflumate,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB09329,drug,"Antihemophilic Factor (Recombinant), PEGylated",DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB11090,drug,Potassium nitrate,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB11154,drug,Zinc citrate,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB11364,drug,Pidotimod,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB11529,drug,Melengestrol,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB11556,drug,Detomidine,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB11720,drug,Angiotensin 1-7,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB11770,drug,Talinolol,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB11783,drug,Imidapril,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB12615,drug,Plazomicin,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB13453,drug,Xenon,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB13504,drug,Cefetamet,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB13575,drug,Bietaserpine,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB13735,drug,Potassium Guaiacolsulfonate,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB13824,drug,Enprostil,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB13950,drug,WIN 55212-2,DrugBank,DB08984,drug,Etofenamate,DrugBank
drug_drug,synergistic interaction,DB00055,drug,Drotrecogin alfa,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00200,drug,Hydroxocobalamin,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00208,drug,Ticlopidine,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00237,drug,Butabarbital,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00262,drug,Carmustine,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00363,drug,Clozapine,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00412,drug,Rosiglitazone,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00413,drug,Pramipexole,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00458,drug,Imipramine,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00512,drug,Vancomycin,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00564,drug,Carbamazepine,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00571,drug,Propranolol,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00603,drug,Medroxyprogesterone acetate,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00760,drug,Meropenem,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00870,drug,Suprofen,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00872,drug,Conivaptan,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00891,drug,Sulfapyridine,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB00935,drug,Oxymetazoline,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
drug_drug,synergistic interaction,DB01014,drug,Balsalazide,DrugBank,DB09214,drug,Dexketoprofen,DrugBank
