node_index,node_id,node_type,node_name,node_source
77326,220070,gene/protein,SHANK2-AS3,NCBI
107013,62009,biological_process,secondary palate development,GO
117252,50510,molecular_function,N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity,GO
55570,34706,cellular_component,sodium channel complex,GO
44938,2000476,biological_process,positive regulation of opioid receptor signaling pathway,GO
35156,339145,gene/protein,FAM92B,NCBI
328,25959,gene/protein,KANK2,NCBI
76793,4500020,anatomy,pelvic fin distal radial cartilage,UBERON
33287,17364,disease,POEMS syndrome,MONDO
44884,36369,biological_process,transcription factor catabolic process,GO
53391,39562,biological_process,suppression by virus of host STAT activity,GO
125383,9322,cellular_component,trimethylamine-N-oxide reductase complex,GO
76583,4300008,anatomy,epipleural series,UBERON
17708,DB12579,drug,JNJ-37822681,DrugBank
34084,283237,gene/protein,TTC9C,NCBI
98111,16437,disease,late-onset focal dermal elastosis,MONDO
45480,1902575,biological_process,"protein localization to cell division site involved in cytokinesis, actomyosin contractile ring assembly",GO
117396,15498,molecular_function,pantothenate:sodium symporter activity,GO
88882,11673,effect/phenotype,Cardiac hemangioma,HPO
84094,1119,disease,premature menopause,MONDO
114127,98514,biological_process,detection of high humidity stimulus involved in sensory perception,GO
91580,32112,effect/phenotype,Abnormal Pelli Robson contrast sensitivity chart test,HPO
39701,6862,disease,myofascial pain syndrome,MONDO
7433,1237,gene/protein,CCR8,NCBI
93756,410188,effect/phenotype,Decreased glucose-6-phosphate dehydrogenase level in red blood cells,HPO
66861,4857,anatomy,skeletal muscle connective tissue,UBERON
113016,61115,biological_process,lung proximal/distal axis specification,GO
109415,60329,biological_process,cytoplasmic actin-based contraction involved in rearward cell motility,GO
2165,5164,gene/protein,PDK2,NCBI
114859,8363,biological_process,larval chitin-based cuticle development,GO
123467,52821,molecular_function,DNA-7-methyladenine glycosylase activity,GO
24493,25133,effect/phenotype,Abnormal serum estradiol,HPO
57389,348995,gene/protein,NUP43,NCBI
103564,14037,biological_process,Schwann cell differentiation,GO
111632,21931,biological_process,rostral hindbrain neuronal precursor cell proliferation,GO
122234,4106,molecular_function,chorismate mutase activity,GO
93883,410366,effect/phenotype,Increased globoside Gb4 level,HPO
92845,40124,effect/phenotype,Patent tuba eustachii,HPO
16774,DB04018,drug,S-Isopropyl-Isothiourea,DrugBank
99554,24429,disease,Alice in wonderland syndrome,MONDO
36704,6509,disease,papillary carcinoma,MONDO
100138,60462,biological_process,lung lobe development,GO
116221,33701,molecular_function,dTDP-galactose 6-dehydrogenase activity,GO
65680,3398,anatomy,mesentery of jejunum,UBERON
93835,410306,effect/phenotype,Partial absence of specific antibody response to meningococcus vaccine,HPO
52401,35860,biological_process,glial cell-derived neurotrophic factor receptor signaling pathway,GO
85421,3273,effect/phenotype,Hip contracture,HPO
31660,7519,disease,Edinburgh malformation syndrome,MONDO
25710,12842,effect/phenotype,Skin appendage neoplasm,HPO
23629,3913,effect/phenotype,Humeral metaphyseal irregularity,HPO
103785,51387,biological_process,negative regulation of neurotrophin TRK receptor signaling pathway,GO
3885,57786,gene/protein,RBAK,NCBI
12576,869,gene/protein,CBLN1,NCBI
126414,2944,cellular_component,cyclin K-CDK12 complex,GO
57552,548313,gene/protein,SSX4B,NCBI
46217,31641,biological_process,regulation of myelination,GO
86494,6097,effect/phenotype,3-4 finger syndactyly,HPO
32661,19893,disease,distal monosomy 19p13.3,MONDO
45789,19313,biological_process,allose metabolic process,GO
72990,28396,anatomy,calcarine sulcus (ventral),UBERON
12711,81873,gene/protein,ARPC5L,NCBI
50529,43551,biological_process,regulation of phosphatidylinositol 3-kinase activity,GO
79737,100874411,gene/protein,SNRPFP2,NCBI
87778,9312,effect/phenotype,Osteolytic defects of the proximal phalanx of the 4th finger,HPO
119822,51498,molecular_function,syn-copalyl diphosphate synthase activity,GO
13451,79893,gene/protein,GGNBP2,NCBI
12091,30811,gene/protein,HUNK,NCBI
80927,100271363,gene/protein,RPS17P15,NCBI
1879,30844,gene/protein,EHD4,NCBI
78745,100422845,gene/protein,MIR1233-2,NCBI
72042,15873,anatomy,heel skin,UBERON
128191,R-HSA-422085,pathway,"Synthesis, secretion, and deacylation of Ghrelin",REACTOME
24343,9123,effect/phenotype,Mixed hypo- and hyperpigmentation of the skin,HPO
58835,26740,gene/protein,OR1J2,NCBI
53890,4722,molecular_function,protein serine/threonine phosphatase activity,GO
81221,106481099,gene/protein,RN7SL646P,NCBI
85378,3182,effect/phenotype,Shallow acetabular fossae,HPO
31419,12417,disease,"heart-hand syndrome, Slovenian type",MONDO
125832,124,cellular_component,SAGA complex,GO
67299,5381,anatomy,dentate gyrus granule cell layer,UBERON
104828,62075,biological_process,pollen aperture formation,GO
101622,1903187,biological_process,negative regulation of vitellogenesis,GO
88061,9939,effect/phenotype,Mandibular aplasia,HPO
85733,3987,effect/phenotype,Fractured ulna,HPO
70111,10955,anatomy,trapezius pre-muscle mass,UBERON
61173,100506409,gene/protein,ELOVL2-AS1,NCBI
112766,33686,biological_process,positive regulation of luteinizing hormone secretion,GO
44419,31922,biological_process,pyridoxamine transport,GO
30496,13779,disease,Wiskott-Aldrich syndrome 2,MONDO
77575,113763,gene/protein,ZBED6CL,NCBI
96354,3706,disease,adult brainstem astrocytoma,MONDO
103717,32757,biological_process,positive regulation of interleukin-8 production,GO
86158,5210,effect/phenotype,Hypoplastic colon,HPO
4281,3797,gene/protein,KIF3C,NCBI
6965,3364,gene/protein,HUS1,NCBI
101326,1900353,biological_process,positive regulation of methanofuran biosynthetic process,GO
67792,6114,anatomy,lateral occipital cortex,UBERON
45891,50671,biological_process,positive regulation of lymphocyte proliferation,GO
116918,47967,molecular_function,glycyrrhizinate beta-glucuronidase activity,GO
6213,128826,gene/protein,MIR1-1HG,NCBI
78992,414201,gene/protein,ZNF32-AS3,NCBI
95333,957,disease,lacrimal passage granuloma,MONDO
21165,DB14905,drug,Emactuzumab,DrugBank
4515,51258,gene/protein,MRPL51,NCBI
50436,51161,biological_process,arabitol metabolic process,GO
77997,100507463,gene/protein,PSMB8-AS1,NCBI
105454,36073,biological_process,perichondral ossification,GO
5346,6827,gene/protein,SUPT4H1,NCBI
21368,DB13690,drug,Vinyl ether,DrugBank
20371,DB13239,drug,Neltenexine,DrugBank
105417,62121,biological_process,linear element maturation,GO
25835,25304,effect/phenotype,Periodic,HPO
41417,1905050,biological_process,positive regulation of metallopeptidase activity,GO
36206,5495,disease,adrenal gland disease,MONDO
70516,11766,anatomy,left recurrent laryngeal nerve,UBERON
17860,DB04739,drug,4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE,DrugBank
56158,45242,cellular_component,isocitrate dehydrogenase complex (NAD+),GO
91985,32655,effect/phenotype,Decreased adipose tissue tocopherol level,HPO
89738,20197,effect/phenotype,Increased circulating arachidonic acid concentration,HPO
33651,6608_6609,disease,seborrheic dermatitis,MONDO_grouped
117263,30732,molecular_function,methionine S-methyltransferase activity,GO
86809,6812,effect/phenotype,White mater abnormalities in the posterior periventricular region,HPO
113990,33311,biological_process,chlorophyll a biosynthetic process via phytyl diphosphate,GO
68094,6590,anatomy,remnant of embryonic structure,UBERON
73071,34699,anatomy,inflow tract of atrium,UBERON
94626,13538,disease,alpha-2-macroglobulin deficiency,MONDO
24129,10488,effect/phenotype,Aplasia/Hypoplasia of the palmar creases,HPO
59954,28786,gene/protein,IGLV4-3,NCBI
42340,45577,biological_process,regulation of B cell differentiation,GO
81080,106481826,gene/protein,RN7SL128P,NCBI
7119,8403,gene/protein,SOX14,NCBI
32999,19345,disease,shigellosis,MONDO
64503,2064,anatomy,common cardinal vein,UBERON
27708,44332,disease,childhood-onset benign chorea with striatal involvement,MONDO
84263,41447,disease,metastatic malignant neoplasm in the colon,MONDO
24606,9103,effect/phenotype,Aplasia/Hypoplasia involving the pelvis,HPO
35659,5284_451_450,disease,progressive multiple sclerosis,MONDO_grouped
113884,90674,biological_process,endothelial cell-matrix adhesion via fibronectin,GO
108486,18074,biological_process,peptidyl-histidine bromination,GO
102640,6626,biological_process,protein targeting to mitochondrion,GO
99113,22236,disease,colpocephaly,MONDO
89287,12364,effect/phenotype,Decreased urinary potassium,HPO
47843,45724,biological_process,positive regulation of cilium assembly,GO
88191,10287,effect/phenotype,Abnormality of the submandibular glands,HPO
21349,DB13534,drug,Gedocarnil,DrugBank
29827,8095,disease,nevus anemicus (disease),MONDO
49753,1901970,biological_process,positive regulation of mitotic sister chromatid separation,GO
100770,1902522,biological_process,response to 4'-epidoxorubicin,GO
2271,3148,gene/protein,HMGB2,NCBI
79957,154822,gene/protein,LINC00689,NCBI
108674,106046,biological_process,"guanine deglycation, glyoxal removal",GO
34471,219287,gene/protein,AMER2,NCBI
16443,DB06718,drug,Stanozolol,DrugBank
108834,19264,biological_process,glycine biosynthetic process from serine,GO
37050,2562,disease,demyelinating disease,MONDO
21192,DB15354,drug,Evinacumab,DrugBank
4624,5188,gene/protein,GATB,NCBI
33023,16527,disease,glycogen storage disease due to lactate dehydrogenase deficiency,MONDO
93708,410058,effect/phenotype,Increased level of D-threitol in CSF,HPO
94201,1757,effect/phenotype,High-frequency sensorineural hearing impairment,HPO
122648,106306,molecular_function,protein serine phosphatase activity,GO
66333,4217,anatomy,upper arm nerve,UBERON
64359,1918,anatomy,endothelium of venule,UBERON
52380,1904354,biological_process,negative regulation of telomere capping,GO
6595,714,gene/protein,C1QC,NCBI
46221,75259,biological_process,spore-bearing structure development,GO
108866,1904319,biological_process,negative regulation of smooth muscle contraction involved in micturition,GO
74325,2000703,anatomy,ventral motor nucleus trigeminal nerve,UBERON
83653,152302,gene/protein,CIDECP1,NCBI
126392,1990508,cellular_component,CKM complex,GO
20304,DB08797,drug,Salicylamide,DrugBank
42566,1900573,biological_process,emodin metabolic process,GO
63684,1235,anatomy,adrenal cortex,UBERON
23963,30967,effect/phenotype,Abnormal pulmonary artery physiology,HPO
56463,5727,cellular_component,extrachromosomal circular DNA,GO
54029,60089,molecular_function,molecular transducer activity,GO
126293,62155,cellular_component,curli secretion complex,GO
7519,9994,gene/protein,CASP8AP2,NCBI
37691,100321,disease,viral disease or post-viral disorder,MONDO
59434,55301,gene/protein,OLAH,NCBI
30634,11897,disease,leukoencephalopathy-ataxia-hypodontia-hypomyelination syndrome,MONDO
28992,14999_14901_7881_7129_14749_11477_5486_11265_12583,disease,tooth agenesis,MONDO_grouped
49597,36090,biological_process,cleavage furrow ingression,GO
82622,100507357,gene/protein,RPL23AP86,NCBI
111942,106218,biological_process,galactosaminogalactan biosynthetic process,GO
54304,16894,molecular_function,"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters",GO
14165,DB00412,drug,Rosiglitazone,DrugBank
6266,11157,gene/protein,LSM6,NCBI
71719,14882,anatomy,distal epiphysis of distal phalanx of manual digit 2,UBERON
80048,23757,gene/protein,ARSFP1,NCBI
29220,14412_7761_7762_18473_37748,disease,hyperlipoproteinemia,MONDO_grouped
56869,91464,gene/protein,ISX,NCBI
78825,106480369,gene/protein,RN7SKP281,NCBI
22029,152137,gene/protein,CCDC50,NCBI
124137,19959,molecular_function,interleukin-8 binding,GO
55333,120294,molecular_function,peptide serotonyltransferase activity,GO
95973,2706,disease,cervix endometriosis,MONDO
110698,2272,biological_process,plasmacytoid dendritic cell differentiation involved in immune response,GO
70641,11949,anatomy,endometrium luminal epithelium,UBERON
11886,326625,gene/protein,MMAB,NCBI
119011,42614,molecular_function,CD70 receptor binding,GO
26547,40148,effect/phenotype,Cortical myoclonus,HPO
11098,260425,gene/protein,MAGI3,NCBI
127609,R-HSA-5656121,pathway,Translesion synthesis by POLI,REACTOME
104038,60052,biological_process,neurofilament cytoskeleton organization,GO
35424,100996717,gene/protein,NOTCH2NLC,NCBI
117350,52706,molecular_function,histidine N-methyltransferase activity,GO
37947,17128,disease,inherited digestive tract tumor,MONDO
31070,9230,disease,"fibrosclerosis, multifocal",MONDO
73572,35762,anatomy,capillary network of kidney,UBERON
6186,3887,gene/protein,KRT81,NCBI
118360,102395,molecular_function,"9-cis-beta-carotene 9',10'-cleavage oxygenase activity",GO
52159,51097,biological_process,negative regulation of helicase activity,GO
118786,102031,molecular_function,"4-acetamido-4,6-dideoxy-D-galactose transferase activity",GO
41769,39656,biological_process,modulation by virus of host gene expression,GO
75049,2001938,anatomy,maxillary barbel,UBERON
38232,16887,disease,partial deletion of the short arm of chromosome 5,MONDO
59573,222962,gene/protein,SLC29A4,NCBI
91460,31950,effect/phenotype,Usual interstitial pneumonia,HPO
67638,5872,anatomy,1st arch pharyngeal cleft,UBERON
99356,22983,disease,Dieterich disease,MONDO
59835,494332,gene/protein,MIR383,NCBI
20021,DB04282,drug,2-deoxy-2-fluoro-α-D-glucose,DrugBank
81168,204010,gene/protein,RPSAP52,NCBI
80269,100132601,gene/protein,GAPDHP68,NCBI
2132,27235,gene/protein,COQ2,NCBI
22769,9134,effect/phenotype,Osteolysis involving bones of the feet,HPO
51970,43051,biological_process,regulation of pharyngeal pumping,GO
119937,33837,molecular_function,anthocyanin 3'-O-beta-glucosyltransferase activity,GO
69023,8856,anatomy,stomach muscularis externa,UBERON
122239,47470,molecular_function,"(1,4)-alpha-D-glucan 1-alpha-D-glucosylmutase activity",GO
575,5089,gene/protein,PBX2,NCBI
83333,102466912,gene/protein,MIR6871,NCBI
62675,R-HSA-388841,pathway,Costimulation by the CD28 family,REACTOME
102556,33497,biological_process,sinapate biosynthetic process,GO
18625,DB07986,drug,[4-(4-PHENYL-PIPERIDIN-1-YL)-BENZENESULFONYLAMINO]-ACETIC ACID,DrugBank
43747,6573,biological_process,valine metabolic process,GO
50588,9130,biological_process,pyrimidine nucleoside monophosphate biosynthetic process,GO
50949,2000793,biological_process,cell proliferation involved in heart valve development,GO
11118,9721,gene/protein,GPRIN2,NCBI
42917,33075,biological_process,isoquinoline alkaloid biosynthetic process,GO
70578,11860,anatomy,collection of collagen fibrils,UBERON
65154,2745,anatomy,ventral amygdalofugal projection,UBERON
86884,7006,effect/phenotype,Dorsal column degeneration,HPO
3833,23077,gene/protein,MYCBP2,NCBI
46528,1904429,biological_process,regulation of t-circle formation,GO
27816,9372,disease,encephalopathy due to hydroxykynureninuria,MONDO
52124,7638,biological_process,mechanosensory behavior,GO
19185,DB04774,drug,Reidispongiolide A,DrugBank
71345,13741,anatomy,base of crypt of Lieberkuhn of large intestine,UBERON
48118,71640,biological_process,regulation of macrophage inflammatory protein 1 alpha production,GO
6232,79600,gene/protein,TCTN1,NCBI
71089,13233,anatomy,supraorbital gland,UBERON
29504,12719,disease,encephalopathy due to prosaposin deficiency,MONDO
102593,1905211,biological_process,negative regulation of fibroblast chemotaxis,GO
127800,R-HSA-159227,pathway,Transport of the SLBP independent Mature mRNA,REACTOME
90862,31070,effect/phenotype,Decreased femoral torsion,HPO
114369,10196,biological_process,nonphotochemical quenching,GO
35765,1531,disease,blood coagulation disease,MONDO
34043,152330,gene/protein,CNTN4,NCBI
41063,15858,biological_process,nucleoside transport,GO
18120,DB04853,drug,Binodenoson,DrugBank
45538,1902883,biological_process,negative regulation of response to oxidative stress,GO
104860,23059,biological_process,positive adaptation of signaling pathway,GO
39796,21677,disease,post-infectious neuralgia,MONDO
38457,17059,disease,neural tube closure defect,MONDO
73355,35131,anatomy,auditory ossicle cartilage element,UBERON
106007,1903588,biological_process,negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,GO
8008,3439,gene/protein,IFNA1,NCBI
47101,22403,biological_process,cell cycle phase,GO
112247,106154,biological_process,perithecium formation,GO
29306,14914,disease,Dias-Logan syndrome,MONDO
39642,4667,disease,sublingual gland cancer,MONDO
79976,284288,gene/protein,RSL24D1P11,NCBI
11903,84079,gene/protein,ANKRD27,NCBI
121653,140344,molecular_function,triglyceride transfer activity,GO
22190,118,effect/phenotype,Phenotypic abnormality,HPO
33326,18884,disease,Roch-Leri mesosomatous lipomatosis,MONDO
112798,97252,biological_process,oligodendrocyte apoptotic process,GO
52001,90143,biological_process,nucleoid organization,GO
18250,DB07415,drug,4-[(1S)-1-(3-fluoro-4-methoxyphenyl)-2-(2-methoxy-5-nitrophenyl)ethyl]-1H-imidazol-2-amine,DrugBank
45007,9710,biological_process,tropane alkaloid biosynthetic process,GO
81370,106479444,gene/protein,RN7SL610P,NCBI
94295,40186,effect/phenotype,Maculopapular exanthema,HPO
118624,33459,molecular_function,GAA codon-amino acid adaptor activity,GO
107748,30886,biological_process,negative regulation of myeloid dendritic cell activation,GO
95573,1514,disease,prolapse of urethra,MONDO
7525,25854,gene/protein,FAM149A,NCBI
59855,693137,gene/protein,MIR552,NCBI
30201,8734,disease,"adrenocortical carcinoma, hereditary",MONDO
84493,41,effect/phenotype,Chordee,HPO
5488,6341,gene/protein,SCO1,NCBI
39605,19092,disease,infantile apnea,MONDO
41899,1901428,biological_process,regulation of syringal lignin biosynthetic process,GO
17119,DB02481,drug,N-Benzylformamide,DrugBank
12269,10841,gene/protein,FTCD,NCBI
127543,C040340,exposure,"O,O-dimethyl phosphorothionate",CTD
52914,42749,biological_process,regulation of circadian sleep/wake cycle,GO
55411,8937,molecular_function,ferredoxin-NAD(P) reductase activity,GO
39012,16884,disease,partial deletion of the short arm of chromosome 2,MONDO
77767,100873558,gene/protein,RNA5SP507,NCBI
75525,2105373,anatomy,dorsal fin distal radial element 2,UBERON
109322,90594,biological_process,inflammatory response to wounding,GO
89634,20037,effect/phenotype,Astasia,HPO
31342,8486,disease,steatocystoma multiplex-natal teeth syndrome,MONDO
3161,36,gene/protein,ACADSB,NCBI
77362,100132938,gene/protein,AQP7P4,NCBI
90580,30632,effect/phenotype,Hypoautofluorescent macular lesion,HPO
121731,18788,molecular_function,atrazine chlorohydrolase activity,GO
47097,1905219,biological_process,regulation of platelet formation,GO
105421,1902989,biological_process,meiotic telomere maintenance via semi-conservative replication,GO
4068,9141,gene/protein,PDCD5,NCBI
101391,19639,biological_process,6-hydroxycineole catabolic process,GO
18533,DB08135,drug,N-phenyl-1H-pyrazole-3-carboxamide,DrugBank
56454,5824,cellular_component,outer plaque of spindle pole body,GO
99580,24873,disease,clitoral carcinoma,MONDO
64675,2240,anatomy,spinal cord,UBERON
57964,7569,gene/protein,ZNF182,NCBI
82424,101929478,gene/protein,LINGO1-AS2,NCBI
226,7307,gene/protein,U2AF1,NCBI
95735,1858,disease,Tietze syndrome,MONDO
54072,3725,molecular_function,double-stranded RNA binding,GO
107887,21903,biological_process,rostrocaudal neural tube patterning,GO
33806,64850,gene/protein,ETNPPL,NCBI
88777,11515,effect/phenotype,Abnormal stereopsis,HPO
114093,19690,biological_process,pyrimidine deoxyribonucleoside interconversion,GO
76204,3010711,anatomy,levator mandibulae externus superficialis,UBERON
31073,8968,disease,"cholestasis with gallstone, ataxia, and visual disturbance",MONDO
5581,3761,gene/protein,KCNJ4,NCBI
115929,52885,molecular_function,"all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity",GO
123997,16532,molecular_function,superoxide dismutase copper chaperone activity,GO
22275,306,effect/phenotype,Abnormality of the chin,HPO
66251,4118,anatomy,vasculature of iris,UBERON
13506,57664,gene/protein,PLEKHA4,NCBI
85623,3760,effect/phenotype,Percussion-induced rapid rolling muscle contractions,HPO
45162,7588,biological_process,excretion,GO
85252,2766,effect/phenotype,Relatively short spine,HPO
5707,81847,gene/protein,RNF146,NCBI
45432,15798,biological_process,myo-inositol transport,GO
122141,9046,molecular_function,zinc D-Ala-D-Ala carboxypeptidase activity,GO
20188,DB11365,drug,Sennosides,DrugBank
52049,72508,biological_process,trivalent inorganic cation homeostasis,GO
57452,389524,gene/protein,GTF2IRD2B,NCBI
119786,31822,molecular_function,type 1B serotonin receptor binding,GO
23851,4445,effect/phenotype,Elliptocytosis,HPO
118502,38025,molecular_function,reelin receptor activity,GO
76619,4300096,anatomy,anal fin pterygiophore 1,UBERON
76024,3010115,anatomy,posterior lateral line nerve (PLLN),UBERON
78948,107133497,gene/protein,CYP4F32P,NCBI
91600,32146,effect/phenotype,HbC hemoglobin,HPO
53908,5283,molecular_function,amino acid:sodium symporter activity,GO
2375,5563,gene/protein,PRKAA2,NCBI
61660,100616354,gene/protein,MIR550A3,NCBI
43875,1672,biological_process,regulation of chromatin assembly or disassembly,GO
17904,DB05001,drug,PSN9301,DrugBank
73563,35675,anatomy,anterior facial vein,UBERON
85353,3126,effect/phenotype,Low-molecular-weight proteinuria,HPO
17989,DB02854,drug,Aetiocholanolone,DrugBank
77944,105378716,gene/protein,LINC01562,NCBI
127232,44219,cellular_component,host cell plasmodesma,GO
74605,2001269,anatomy,regenerating fin/limb,UBERON
86741,6641,effect/phenotype,Prominent floating ribs,HPO
116777,35851,molecular_function,Krueppel-associated box domain binding,GO
107670,36154,biological_process,diacylglycerol acyl-chain remodeling,GO
20351,DB00760,drug,Meropenem,DrugBank
21757,DB13767,drug,Vorozole,DrugBank
50301,2000787,biological_process,regulation of venous endothelial cell fate commitment,GO
99511,23868,disease,melanoma associated retinopathy,MONDO
108544,35269,biological_process,protein O-linked mannosylation,GO
79520,100131874,gene/protein,CFL1P3,NCBI
49947,32987,biological_process,protein-lipid complex disassembly,GO
39214,15837,disease,Unicervical bicornuate uterus,MONDO
2062,247,gene/protein,ALOX15B,NCBI
5748,151254,gene/protein,C2CD6,NCBI
102523,150012,biological_process,positive regulation of neuron projection arborization,GO
103080,48198,biological_process,Golgi vesicle bud deformation and release,GO
116362,50221,molecular_function,prostaglandin-E2 9-reductase activity,GO
99152,22470,disease,aortic dissection lentiginosis,MONDO
116850,19979,molecular_function,interleukin-4 binding,GO
75002,2001888,anatomy,supraneural 1 bone,UBERON
83896,467_468_1261_466_20744,disease,atrioventricular block,MONDO_grouped
73469,35495,anatomy,hilum of lymph node,UBERON
96676,4290,disease,subglottis verrucous carcinoma,MONDO
95749,1886,disease,midline cystocele,MONDO
101032,1905191,biological_process,positive regulation of metaphase/anaphase transition of meiosis II,GO
117479,19186,molecular_function,acyl-CoA N-acyltransferase activity,GO
64505,2066,anatomy,umbilical vein,UBERON
43654,61171,biological_process,establishment of bipolar cell polarity,GO
104534,21742,biological_process,abducens nucleus development,GO
114715,44582,biological_process,butyryl-CoA catabolic process to butanol,GO
41279,43393,biological_process,regulation of protein binding,GO
79107,100129836,gene/protein,COL4A2-AS2,NCBI
106325,61357,biological_process,positive regulation of Wnt protein secretion,GO
116124,9010,molecular_function,sorbitol-6-phosphate 2-dehydrogenase activity,GO
3896,9873,gene/protein,FCHSD2,NCBI
69966,10686,anatomy,manual digit phalanx cartilage element,UBERON
87714,9225,effect/phenotype,Aplasia of the proximal phalanx of the 5th finger,HPO
110359,48567,biological_process,ectodermal digestive tract morphogenesis,GO
99308,22875,disease,cortada Koussef Matsumoto syndrome,MONDO
122108,86079,molecular_function,gap junction channel activity involved in Purkinje myocyte-ventricular cardiac muscle cell electrical coupling,GO
19368,DB07252,drug,"3-({4-[(5-chloro-1,3-benzodioxol-4-yl)amino]pyrimidin-2-yl}amino)benzenesulfonamide",DrugBank
64574,2138,anatomy,habenulo-interpeduncular tract,UBERON
38697,17415,disease,multiple pterygium syndrome,MONDO
122814,52599,molecular_function,methylputrescine oxidase activity,GO
36151,1571,disease,gynecomastia,MONDO
10693,113178,gene/protein,SCAMP4,NCBI
18734,DB02326,drug,1-Hydroxyamine-2-Isobutylmalonic Acid,DrugBank
8822,23011,gene/protein,RAB21,NCBI
28090,10354,disease,Allan-Herndon-Dudley syndrome,MONDO
102168,2000048,biological_process,negative regulation of cell-cell adhesion mediated by cadherin,GO
69783,10310,anatomy,nictitating membrane lamina,UBERON
88856,11645,effect/phenotype,Dilatation of the sinus of Valsalva,HPO
113835,33489,biological_process,cholesterol biosynthetic process via desmosterol,GO
89716,20170,effect/phenotype,Increased blood drug concentration,HPO
86192,5267,effect/phenotype,Premature delivery because of cervical insufficiency or membrane fragility,HPO
92357,33185,effect/phenotype,Triggered by EBV infection,HPO
64905,2480,anatomy,ventral lateral geniculate nucleus,UBERON
43706,6690,biological_process,icosanoid metabolic process,GO
18831,DB03666,drug,Zidovudine monophosphate,DrugBank
96975,4877,disease,transient neonatal thrombocytopenia,MONDO
78370,283673,gene/protein,EWSAT1,NCBI
73625,35844,anatomy,lower esophagus muscularis mucosa,UBERON
43790,1508,biological_process,action potential,GO
26357,32236,effect/phenotype,Increased circulating immature neutrophil count,HPO
120045,50445,molecular_function,asparagusate reductase activity,GO
6738,81888,gene/protein,HYI,NCBI
8954,9743,gene/protein,ARHGAP32,NCBI
20902,DB11627,drug,Hepatitis B Vaccine (Recombinant),DrugBank
94089,3000017,effect/phenotype,Abnormality of temporalis muscle,HPO
23844,12115,effect/phenotype,Hepatitis,HPO
60046,7146,gene/protein,TNXA,NCBI
94548,500092,effect/phenotype,Orbital rhabdomyosarcoma,HPO
66258,4125,anatomy,myocardial compact layer,UBERON
42743,1900774,biological_process,fumiquinazoline catabolic process,GO
119623,15416,molecular_function,ABC-type phosphonate transporter activity,GO
44985,140408,biological_process,regulation of mRNA alternative polyadenylation,GO
85278,2868,effect/phenotype,Narrow iliac wing,HPO
84695,716,effect/phenotype,Depressivity,HPO
54477,48256,molecular_function,flap endonuclease activity,GO
109531,99539,biological_process,neuropeptide secretion from presynapse,GO
